tweet_text,tweet_sentiment_value
has the winner for destinationdragons been announced yet? if not when will they be?,1
on my flight today from rsw to grr i was able to snag a free sw agent to check for me. it looks like we are finally all set.,2
"yeah, we figured it out. thanks.",2
thanks for the drink tickets hook up! can't wait for my first international flight with you to nas! pumped,2
took our carryon bag with essential attire for a life changing interview tomorrow and it's not here can we expect compensation?,0
i got rebooked for tomorrow,1
"hi! i just saw a black history month commercial on tv and im excited! in support of this month, will you all grant me <> free trip",2
took our bos to bwi plane for a flight to stl and promised a replacement <> hours late flightr. now <> hours delayed. not happy.,0
"though i work for another major airline, i love your black history month commercial. i thank you.",2
no. we were in a large group. majority of the <> bags were soaked.,0
black history commercial is really sweet. well done.,2
even with the <> voucher for picking up my bag,0
"there. from my first interaction with your people this morning, after bad weather, sorry but i wont be flying with you again",0
yeah they told me it would be on the next flight. i drove down and it wasnt. i just drove down for a second time and they were,0
much respect!,2
it's not letting me dm you !,0
when are we gonna know i have a math test tomoro and i can't concentrate loudly crying face loudly crying face destinationdragons,1
thank you! thankful feelingtheluv,2
im just praying you get me home alive,0
i hope you're happy! you have officially become the next profitbeforepeople imo you will be bankrupt by <>,0
what's up with these delays?! throw some priority boarding my way and i'll forgive you! thumbs up southwest lines,0
i got it added thank you! goodemoticon,2
"great, thank you. best of luck dealing with this horrible winter.",2
thank you goodemoticon,2
needed my flight info so i can add my rapid rewards to my flight . first time i have flown with sw - won't do it again mad,0
"i keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! sos",0
flight <> <> departs enroute to indianapolis international airport,1
being old i will miss my connection and can sleep at oak or get a hotel on my own dime rubs me the wrong way. i wasnt late flight.,0
not your finest moment in boston right now!,0
"my bags are. <> woman said it would be there on the next flight. not there, so now ive got nothing. big wigs help me out",0
can i use points to book a rental car?,1
"no, thanks. i think we have it straight!",0
thanks for taking care of me today! michele rocked the customer service! gate <> hou,2
paid for my own <> rental car just to not go through this for the <> day bademoticon,0
i did. thank you.,2
thanks! i expected a wait. just not that long. goodemoticon,0
understand weather is an issue but on time cancelled flighted reinstated cancelled flighted with hardly any updates and doing nothing for me bademoticon,0
"despite mother nature's best efforts, 's good-humored folks got us home safely in an area heavily affected by winter storms.",2
sadly didn't get much help . as a travel agent this is so disappointing to me.,0
"bos to msp, msp to aus, aus to bos. site doesn't seem to display fields for the middle trip when i add the <>.",0
me not to be able to rebook another flight. drove to atl to catch a flight. was charged <> just to get the a group i had,0
has the worst customer service on earth. will never fly that airline again.,0
flight yesterday cancelled flighted. got to airport <> today for an on time flight w was delayed cancelled flighted than reinstated which caused,0
flight <> <> departs enroute to airport,0
how are flights looking for tomorrow morning from nashville bna to fort lauderdale fll ?!,1
awesome - thanks!,2
im in same boat. <> flight to jacksonville. get me out of here!,0
i'm concerned that you will cancelled flight my flight out of bna tomorrow am. should i be?,0
think flight <> from bna to lax will get off the ground tomorrow? please snowbama,1
"really appreciate the follow up, i always fly with y'all for a reason!",2
all pieces were found and safely delivered to our home this afternoon.,2
stop your bs promos of airplane anywhere starting at <> i click and everywhere i'd fly<> the only place thats <> is cle nothanks,0
i have been in contact and know there are changes but it's a destination you should really evaluate! thanks,1
i know one thing would never treat their customers like this!,0
why are yall trying to fly me to chicago when i don't live there?! send me home now! bullshit ass customer service,0
<> flights cancelled flightled in one week?! customer service is pile of poo pile of poo pile of poo pile of poo,0
i have had <> flights cancelled flightled through yall! im sick of it angry face angry face,0
very poor customer service thru out each of my cxl flights pensive face i should've flew,0
what's yall corporate number bc yall are not trying to accommodate me at all!,0
el paso deals. may red heart red heart red heart smiling face with heart-eyes globe showing sia-ustralia,2
"can't checkin online for <> flight tmrw fr. cancun. ""undefined error"" and <> not working. family of <> don't want cgroup! help",0
does anyone ever answer your phone? poor,0
we are <> minutes from departure of <> and no announced update nor an update to on time status. everyone just standing. comeon,0
can i get any kind of update on the delayed flight from boston to houston at <>? really need to be back home tonight!,0
e boss how long did you have to hold? we waited <> minutes and gave up,0
"i know it is hard to predict, but how are flights from dallas to nashville tomorrow am?",1
any plans to make the southwest app for android not crappy?,0
thanks. i'll keep checking. i'm trying to book our first disney world vacation.,2
thanks for taking such good care of my luggage.,0
"yeah, all <> are rebooked for tomorrow am. hoping the <> time is a charm for no cancelled flightled flights!",0
thank you. i know ya'll can't control the weather. i appreciate ya'll working to get my flight rebooked the last two days.,2
iiiii need help with my flight schedule! haha,1
can you make a premium wifi that i can pay <> for that is decent? slow-fi,0
about time. and just in time for my next flight thursday.,2
extremely disappointed with poor the customer service provided after cancelled flighting my flight today! unprofessional,0
"i was helped by a nice lady at phx checkin. i spent <> hours on hold in <> hours, so might want to look at efficiency there.",0
i told myself last time i would never fly you again. i really messed up today. thanks flight <>. worst airline ever,0
done messed up now! i have planned a trip to costarica for pennies! vacatime airplane seat,0
"not as sorry as i was when i sat on a plane for <> hours waiting for the engine to be fixed and then got my luggage lost, but k",0
on flight <> tomorrow wed <><> den-bna. will we be delayed or cancelled flightled?,1
i did but it only shows one flight one way. when i try to go to the home page and book roundtrip there's nothing available bademoticon,0
we're flying out tomorrow! please dont cancelled flight! lol winking face with tongue airplane,1
no worries at all! i would rather be safe on the ground than take any chances. yes! tomorrow am if bna reopens smiling face,2
i do need help cancelled flighting my flight back. your calls times are ridiculous.,0
fattuesday great job celebrating mardigras today at atlanta airport. another reason i'm nuts for you!,2
"your customer service is terrible, you're terrible, thought you should know.",0
when will the winners of destinationdragons be announced?,1
a,2
my pts expired. i made a prchase at an online retailer to b told by sw that those won't show for <>-<> wks so too <> <> keepmy pts,0
"you guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end.",1
tremendous job. atlanta airport saw sw celebrate mardi gras. another reason i'm nuts for you guys!,1
you officially have the worst customer service of any airline i've ever dealt with. lines poor,0
think you need to follow me for a dm,1
fastest response all day. hour on the phone never got off hold. hour in line never got to the flight booking problems desk.,0
had to rebook through atlanta and now drive to nashville. had to pay ridiculous price difference. bad weather good for business,0
when do you all expect to open the reservation through november?,1
amazing customer service as well. will definitely fly with you guys again if my instrument is involved. <><>,2
when are you going to be flying in and out of nashville? the deicer is in. are you short on planes and is it tomorrow morning?,1
"your social media team just said ""sorry"". thankfully submitting a complaint got resolution from an amazing rep who called.",2
"i'm scheduled to come back tomorrow, finally but i don't know swa hasn't flown out of nashville yet but has",1
"flight <> cancelled flightled? my wife is stuck in phoenix on the way from slc to san
thanks a lot southwest!",0
i never got a cancelled flightlation text from this morning either bushleague or a number to call weakservice,0
knows whats up! that blackhistorymonth commercial. just another thing to add to reasons why i fly with lines,2
too late flight now,0
can you get me on flt <> instead of <> rt now,1
no but seriously wtf? nochill,0
yes but they couldn't explain the <> hour and <> minute hold time.,0
mco- dca flight almost full of people screwed by the msy-dca cancelled flightation. and didn't cancelled flight. swamistake.,0
"can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?",1
what is dm?,1
your employees were great!,2
confirmation number for new reservation is <> i am traveling with a <> year old. please email? jennifer. cascino. com,1
why no charging station in san?,0
"thanks for the reply, something is off with the phones becuz after <> dropped calls at <> hours on hold, i got through on <> ring",2
thank you for the vouchers after the long wait on the runway saturday night at bwi! i really appreciate it! swfan,2
you need this song for your next commercial! swa love,1
jh thank you. i finally got through the second time.,2
"<><><>, i need to fly from gsp to dsm, but claims there's no sched. avail. i can book separately, but why not together?",0
thank you - hung up after <> <> on hold. would you like me to dm you contact info?,0
your checkin system is poor,0
"haha, thanks for the explanation",2
employees spreading a bit of mardigras cheer at <> this morning in atlanta nftyconvention,1
having some trouble checking in. can you please add me so i can dm you,0
wifi on yesterday's flight extremely slow a waste of <> and lost the travel time for work.,0
my flight was cancelled flightled monday. just looking to cancelled flight and credit my card. that's all.,0
still on the ground <> after planned departure. and this is california. no weather here. originally told <> minute delay.,0
"i understand. wonderful ""miriam"" in customer service who was able to reroute me. got any rental car discounts?",1
not yet! supposed to get it early evening tonight. don't want to have to go to the store and buy new necessities.,0
how? it is not possible to call swa on the phone. you put me on hold for an hour and then cut me off.,0
"been with my gf for <>.<>, she's from sf and i live in tulsa. swa always takes me there to see my love! southwestluvsweeps",2
hi there! i just got my known traveler and would like to add it to a flight that i already purchased. what's my best option?,1
nashville airport has runways open. it appears southwest is only airline cancelled flighting flights. is this likely to change?,0
"been on the phone for about an hour waiting. can you please answer, thank you! notcool",0
just get the rr credit card and get the points of family that way,1
sent. thanks vp!,2
what does tsa pre on my boarding pass mean?,1
"she's still stranded in dc. sat until <> with <> other kids. they were starving, and exhausted.",0
flight <> spilled his tea on the radio! yay for delays! almost an hour now!,0
i just sent it over,0
"haha. yeah i did, just making a joke",1
thank you so much for stepping up your game and making my day after night of elevator music. much appreciated.,2
"used to love you, but you keep rescheduling my flights. southworst",0
where do we start? i've already wasted <> hours of phone wait time already bademoticon,0
- just talking to customer service makes me appreciate you even more! they could learn so much from you!,2
"my brother and his girlfriends flight cancelled flightled <> times, now leaving <> hours late flight and dropping letter grades at school. help?",0
thank you. the email about rr pts and how to gain more wasn't clear so all of mine r gone. anything you can do is appreciated.,1
thanks for the response. was able to get my situation resolved. not a fan of mother nature today. goodemoticon,2
"is there any way to add a known traveler number to an existing reservation online? if not, why not?",1
needs to offer a college student discount so i can fly home loudly crying face loudly crying face,1
you cancelled flightled my flight to bna. i have flight from bna <> mdw tomorrow am. you stranded me in den. i've been on hold all day,0
thanks i think we've got it figured out,2
from lga to san diego,1
"missing out on over <>,<> points in one account. they're now spread over four assuming i create accounts for them",0
"right but the point was that my kids don't fly often, but i do. i bought four round trip tickets from dtw to phx so i'm.",0
"i got a flight at <> on thursday but looking for something tomorrow, anything available?",2
"we desparately need yall to make a nonstop bna- tul! cmon it'll be popular. grinning face with smiling eyes right, ?",1
thank you for the response. how can i got about getting the points onto my rewards account?,1
"tried to dm you, it won't let me as it says you are not following me.",1
chances of flight leaving bna tomorrow at <> to lga?,1
got it squared away. thank you. i had a man on the inside help me out!,2
please pm me the number where i can lodge formal complaints. thanks,0
just sent you a dm with the details.,1
good thing we noticed because she had re-routed <> total passengers on an impossible triple connection as well,0
your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. super bummed about this,0
do you do auto callbacks so i don't have to wait on hold?,0
received email wreso's to my email that isn't associated to swa account i own with cc info for my sister. fraud please dm me,0
"just did, thank you",1
your onboard wifi is so bad it's taking me <> minutes to send this tweet. working is off the table. disappointed,0
"another great flight and crew, las vegas-chicago <>. thanks!",2
"i recommend upgrading your ivr and using call back, email, and texting from a know caller.",0
an entire flight of luggage missing at dca. over an hour and nobody knows anything.,0
you get to hold? called twice only to be kicked off. calls <>-<> phonedied alistpreferred,0
why are you the only airline that is not flying out of bna today?,0
finally got through. thanks!,2
"- i have spent <> minutes and counting on hold w you today. after first <> minutes, i gave up. trying again and on <> minute.",0
ive had on an airline. everyone else has been great but she soured the whole experience for me. hope she's not there next time,0
"thanks, got put on the am flight tomorrow. don't have much faith it'll get off the ground tomorrow though.",2
i think i'm shot. can't find a flight that arrives before business san on thu. really want to go too.,0
"the woman working the counter in philly at <> this am needs to be fired. due to bad weather, i along with other passengers",0
"was earlier, for reflight booking problems flight i'm on now. didn't get a screencap, just said ""unspecified error"" and to call swa",0
"buying early bird was pointless. you moved me to a diff flight bc first one was delayed, so i lost my boarding position.",0
"is there a problem with the website? i tried making changes w the app and the site but got ""unspecified errors""",0
i love southwest and payton taylor!,2
rdu flights expected to be ok this afternoon and tonight?,1
super disappointed today. first time we've had to stress and now book a flight on another airline while at the airport,0
they put me on the next flight available. tomorrow morning bademoticon any idea if bna will be open in the morning for my flight?,0
hey swair- a very tortured boarding on flight <> due to one gate agent having to board assisted folks one at a time.,0
i understand a delay but to be stuck on the plane longer than the flight is unacceptable,0
i absolutely will. where can i send it?,1
no worries. you're doing the best you can. already cancelled flighted my biz trip. still luv you! -rr <>,2
in my <> years of flying i have never been so pissed off. to many incidents for just one flight.,0
heard apology <> times in the <> minutes i was on hold. now flying from another airport at a different time but delayed again,0
happily! but you need to follow me in order for me to dm you,1
i will. make sure to tell everyone i know about this all around horrible experience. i will also post it on my business page.,0
and currently as im bringing my <> year old to the bathroom i'm being rushed by the flight attendant.,0
no worries. we got thru eventually. i was just curious. best of luck to you dealing with the weather!,2
"not terribly inspired to call ""customer service"" in the future now.",0
"also, they said they couldn't even book the flight. they were having to put me on hold and have someone else do it?",0
"the person i talked to couldn't do anything not normally available online other than the ""no charge"" part.",0
can someone help me set up a callback today?,0
how about when there are cancelled flightlations you just have a link to rebook like you did for initial storm issues?,0
there really should not be guidance to call via phone if you are that back logged. i could have done it online in <> minutes.,0
no had to rebook my flight myself and am about to board in bham.,0
please send me a number to call to talk to a person and not be put on hold,0
flt <> from buf to mco. conf<>. please also look into reimburse for car <> that i had to cancelled flight,0
almost <> hours on hold now. i just need to cancelled flight a flight and get a refund. other airlines are operating!,0
you need to be more accommodating to your loyal customers. not happy now!,0
yes. thank you. oct <>-oct <>,2
i did eventually get through but that flight cancelled flightled. decided to drive but gave up holding to process refund,0
already rebooked for tomorrow. fingers crossed!,1
followed.,1
"worst customer service, terrible attitudes. i don't care how big a storm. your employees need an attitude adjustment",0
or you could send me a dm.,1
i am following you now. i don't think i can dm until you follow me.,1
flight cancelled flightled out of bna. do i have to reschedule now or can travel funds be put back into my account for future use?,0
are you kidding me? i needed help yesterday. i'm now landed and waiting for my connection. never will i fly southwest again!,0
can i have my bags back ding!,0
yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,0
always when i fly sw. loyalrrmember,2
"thank you, someone finally answered and was able to change my flight that was cancelled flighted bc of ice. thank you for response",2
trying to add my dog on the flight but can't get through.,0
i need to request a refund on my flight that was cancelled flightled this morning due to the weather.,0
thanks a ton!,2
luv ya too! i will sing a song for y'all when i finally get on that plane back to nashville! love,2
"hi! thanks! do you have an exact link to that specific page on your site you can share - or is it under ""flight status""? thanks!",1
no exceptions for national awards?,1
any idea on flights to nashville tomorrow being clear or cancelled flightled,1
is having a sale! i'm delighted!,2
about time! thank you!,2
finally! integration w passbook is a great valentine gift - better then chocolate flight. you do heart me.,2
finally.,1
you guys are awesome. dontchangeathing luv,2
karen with customer service was very helpful. thank you for providing one bright spot in a frustrating situation.,2
twitter says i can't dm someone unless they follow me. can follows my twitter? thanks you.,0
thank you. twitter says i can't dm someone unless they follow me. can follows my twitter?,0
the <> is sold out too?,1
myself and <> others,1
"can you follow me? flight cancelled flightled, can't rebook online, been on hold for <> hours. would love to dm flight info. thank you.",0
i also find it ridiculous that i've been tweeting to you since <> est and have still received no response. <> hours?,0
thanks. yes i got through. biggest frustration is that i'm no longer able to check in online for my flight after <> cancelled flights.,0
"why are flights still getting out of logan now? you couldn't manage to get one out at <>, when it wasn't snowing!",0
<> wait on the phone with no option for a callback? finally had to hang up because my phone was dying. customerservice,0
landing early morning airport after snowfall.,1
and thanks!,2
sure. <>. am scheduled to leave this weekend but need to push to october,1
"its all good. flight eventually took off, and landed safely. oh, and i got the free cup o wine. thanks",2
"i noticed the rates increased a few days ago, or the promotion ended. any idea when another promotion will be coming? thanks!",1
no flights out of nashville today? are you kidding me?!?! why are other airlines flying and you're not?! so frustrated!,0
i am but it says yall are sold out. me and my coworkers would need to get out first available,1
i'm trying to change a family vacation due to measles outbreak and haven't been able to get anyone on the phone. any help?,0
<>,1
. you've got a mess here at dtw but your staff is doing great.,2
flying to lga in the dead of winter? jvstatus ewr and jfk is always the intelligent option.,0
great job with the passbook integration! itll really help streamline the commute to san fran! smiling face with smiling eyes hot beverage mobile phone with arrow airplane,2
i need to reschedule a flight and i've been on hold for almost an hour. this is ridiculous. is there a best number to call?,0
. condescension must be a quality your co rewards. your tone reeks of it,0
great job! looking forward to my next trip being able to use this new feature!,2
- any update on flights in to bna today?,1
damn weather messing up everything serenitynow,1
could you tell me if any upgrades are available on a flight out of stl tomorrow morning.,1
"disappointed with customer service right now, my flight was only one cancelled flightled at my airport and now i'm losing <> days from trip",0
"been on hold for over an hour. not cool, you guys.",0
i've been on hold for an hour and a half trying to change my flight to bna. not very happy with customer service right now!,0
"got it, thanks. any insight into what will happen tomorrow?",1
any chance of adding lax- jfk direct any time in the future?,1
thank you. i was given this same reply <> years ago. can you direct me to an area i can learn more about the improvements?,0
just disconnected my call after <> hours without even speaking to me. octaviannightmare,0
injured at check in yesterday. you told me to go to dr. on hold with swa for over hour trying to talk with someone. suggestions?,0
trying to get through by phone to confirm that funds from a cancelled flightled reservation can still be used in the future. can you help?,0
"have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",0
i've been on hold with customer service for over an hour. can you help?!,0
"i've been on hold for an hour now. <> as i type this. ridiculous! all i need is the link to the chart that has routes, time",0
sent,1
"flight cancelled flightled, reflight booking problems online has not worked, on my second round of hold <> hours now. any other options?",0
kudos to the rsw cs crew for re-routing pax to alleviate over sale due to down graded eqp <> now <>,0
trying to fly out of nashville tomorrow. how is it looking?,1
do you think the flights out of nashville will be cancelled flighted tomorrow?,1
do you not try to get customers to their destinations? no help to get on another airline if you had no flights for <> days?,0
"i'm an a-list preferred customer and very loyal swa. however, your inflight wifi is no better today than it was <> years ago.",0
thank you.,2
"too bad i'm getting this memo ""your reservation contains modifications that prevent you from changing it online."" fusturated",0
"almost <> hours on hold, <> hours of my life i can't get back. thanks",0
discount for three delays?,0
tried online and told i must call bc of modifications to my reservation. been on hold for almost <> hours.,0
outstanding customer service! thank you!,2
finally!,2
trying to get through to cust relations. is there another to use?,1
where should i fly by may <>? please advise.,1
has the worst customer service of any airline i've ever flown.,0
i need updates on my flights <> and <>. i have been on hold for over <> hours.,0
hi-my flight bna to lga was cancelled flighted this morning--<>. looks like other flights out of bna are taking off. any chance?,0
can you link the article where it says the routes and what times the routes are likely to be? like tul-dal <> - <> none,1
southwest mobile boarding passes now available in ios passbook! leggieri,1
cancelled flightled my flight out of bna today. been on hold for an hour. angry face frustrated!,0
"beautiful, thanks a ton!",2
tried to rebook online but it says that i have to pay <> for difference in price. please help,0
i'm showing flight <> delayed again. would my boarding pass still be good or was my seat given away?,0
can't update my flight online bc it's been cancelled flighted twice already. going on hour <> on hold.,0
guys for real. i've been on hold for <> hours including one hangup. please have someone reach out so i can get my back.,0
- kind of early but any idea when dates through the first week of sept will come available?,1
the last <> times i've arrived our gate has been blocked by a slow to depart plane leading to <>-<> minute delays,0
been on hold for <> minutes about my cancelled flightled flight. still not talked to anyone and flight is soon. what gives?,0
hoping you answer the phone today?,0
"husband on hold <> hours, got disconnected! new wait <> minute. can't confirm res due to the fact he booked on line! nuts!",0
thanks do yall expect to be operational tomorrow out of nashville?,2
why have you guys jacked up the prices after you said prices were going to be lowered? smh,0
on hold for <> hours and then you hung up <> cancelled flightled flights. running out of daycare for our kids who are trapped at home.,0
this is really unhelpful. why can't i rebook online?,0
allows other passengers <> harass you after their gate agents mistakefurious they are doing nothing about it and my <> was scared,0
flight was cancelled flightled and it won't let me rebook online. wait time on phone is too long. please help,0
"guys, we've got to do something about the inability to check in online for international flight that has. <><>",1
is it a temporary site glitch or are you no longer offering flights from grr to geg after feb? can't find any online bademoticon,1
won't answer their phones horribleservice neveragain frustrated answerthephone,0
we have been stuck in sju for several hours and no one is answering here. really tough to luv sw. no response is bad.,0
nice work on the update!,2
you guys there? are we on hour <> of our phone hold at <> bc of volume or short staffing?,0
"its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not.",0
yesterday on my way from ewr to fll just after take-off. goodemoticon wheelsup jetbluesofly,2
i hope so because i fly very often and would hate to change airlines.,1
"flight <> to savannah, ga",1
"they weren't on any flight, they just came late flight. your jetblue employee just informed us!",0
everyone is here but our pilots are no where to be found and my last flight the plane was dirty that i had to clean my area and seat!,0
"update on flight <> would be appreciated when you have time, thanks",1
check dm please goodemoticon,1
"hey guys, why did my last flight earn me <> pts?",0
<> aisles of empty evermoreroom seats and we can't move bc we didn't pay?! nonsense waste jetblue jetbluebos cheap,0
s marty st. george really has zero clue. how does he still have a job? nobaggagefees,0
they booked me for tomorrow. it's <> higher. my <> reservation is pgfryz. get me on standby list <> tonight would help.,0
"submitted, hoping for quick decision, tied to another donation we just received
proposal- <> annual gala
org- boundless readers",1
but by cancelled flighting my flight and pushing me to the next day i'd lose <> hotel which was why i was trying to get a same-day flight.,0
thank you for the information.,2
did you know that suicide is the second leading cause of death among teens <>-<>,1
ok and in dominican republic what numbers?,1
ive tried on my phone and laptop bademoticon,0
cancelled flighted my flight. went with another airline <> leave <>. they cancelled flighted also. called jetblue and got same flight but now <> more goblin,0
sale please soon? i need a tan,1
yeah i have! i'm on it! looking for specific dates - i will just keep checking daily for a fare drop,1
"hello good afternoon how are you, i need know how much flying for summer from june <>.",1
just wondering if the website is having issues today. trying to book a flight with my visa i always use and its rejecting it.,0
"upset with the lack of communication we've received for our ""on time"" flight <> out of mco",0
not for the dates or destination i'm headed pensive face,1
"i've spent three hours talking to all different people, most of which couldn't help. i probably won't be using jetblue again.",0
great.,2
thanks great recap. i wouldn't have been able to sleep! i was nervous the bad guy was getting away. winking face,2
"flying w infant for the <> time, can i bring a canister of powder formula for a carry on andor use my plastic formula divider?",1
flight <>. proud to fly jet blue!,2
"awesome, thanks! on hold now.",2
"i'm not sure if you can do anything to help me with that, but if you can that'd be great.",1
i had to call back five times to get someone on the phone who knew what they were doing. by that time my getaway went up by <>.,0
are there really no flights from the bay area to chicago anymore? lame. so lame.,0
"can't book a flight because of outdated, forced opt-in ""verified by visa"" nonsense. help a girl out? i just want to get to",0
stop trying to make fleek happen! pointsme,1
luggage fees? won't b flying jb again! at least aa gives platinum pass <> bags! tired of overchging bg herded like <>,0
"what are the chances of actually flying out of charleston today? cold, rainy weather in the south of all places.",2
i did see that! working on picking up a trip or two as we type.,2
it's poop and barely works,0
thanks for the quick reply! just wanted to make sure it wasn't just my account goodemoticon,2
your wifi is a lie and i hate you,0
is there an issue with your website and logging on? app too? i know i am entering info correctly but cannot sign in! bademoticon,0
"having trouble signing in to trueblue today, despite right credentials. getting ""we are not able to sign you in"" msg.",0
wouldn't mind paying for the snacks but no for tix goodemoticon great job guys!,2
flight <> to boston delayed due to weather in tampa?,1
"more like baejet airways, amirite? right back at ya!",1
are amex plat holders provided access or a credit in the airspace lounge in jkf?,1
"many thanks, as always your employees are professional and courteous. whenever i have the option, you are my go-to airlines.",1
come on and provide service from destin- fort walton beach airport,1
i appreciate the credit for my troubles but the lack of personal response troubles me.,0
you'll enjoy this. our fleet's on fleek.,1
yer deals never seem to include nyc-- pdx or nyc-- pgh. wish they did!,1
airline trouble this winter and not getting good customer service? contact we negotiate resolutions for you!,1
thank you! headed from lbc to oak !,1
here you go. your napkins pretty much say it all!,2
our fleet's on fleek. i just see-no-evil monkey,1
"slobodin why not? we'd sure love to see you, ruth! justdoit youknowyouwantto goodemoticon you know me too well heart with arrow",2
"""do what you love and you'll never work a day in your life."" smiling face with smiling eyes",1
"it drops <> when i take off the other two people, and vice versa. back and forth.",1
"you don't need to cut services, charge more and give a better flying experience. that's why i use jet blue in the first place",2
longing to look into the blue eyes. firstlove,2
you all are the best flyfi ondemand leatherseats hipunis legroom,2
sigh. our fleet's on fleek.,1
please start flying to guyana soon,1
just leave certain things to the kids.,1
"wowthanks for thinking of us, greg! heard sobewff was amazing! we've heard the same about ps thanks for the info teamnkh",2
"annnndddd, i just booked my flight. that was easy.",2
thank you for credits. however i submitted complaints about the property on vacation package. hope you listen!,0
our fleet's on fleek. bademoticon,1
thank you very much!,2
need your help. i'm moving to dc and i want to book a one way fare on your website. it won't seem to let me. am i missing something?,0
it will be glowing. your crew and your aircraft sparkled. you guys know about right? might be a good partnership goodemoticon,2
"my friend bought a ticket last night for one of these routes from you, and it cost way more. can you help?",1
i was returning from sobewff so i had limited carry on space in my tummy. next flight i'll try that snack!,1
glad you like it. feel free to steal it.,2
your blue helped bring out the color of my eyes. and i promise i didn't eat all the free snacks.,2
thanks to you customers like me stay loyal. from check in to landing.,2
<> pulling into the gate as the sunrises here at this morning jetbluesofly jetblue airbus,2
thanks for the quick response . yep i tried- but it can't find the flight when i input the confirmation,2
wish everyone felt like you,2
sounds great! thank you! goodemoticon,2
"'s once upon a sale that does not include btv, as usual! jetbluehatesbtv",0
"can't link my flight from last week to my trublue account and <> num isn't answering. don't make me fly again, dont do it!",0
was nice to see your veterans advantage program at the gate on sunday at mco. keep up the good work at jetblue,2
incredible pr team. clapping hands clapping hands clapping hands clapping hands,2
thanks. i'm finding lower fares already on other carriers with direct flights. july <> - <>.,2
"if you can get us on a flight to vieques all will be good. right now, not looking promising.",0
i just dm'd you!,0
offering special fares to,1
i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one. is this true?,1
a month ago i had a flight booked but then had to cancelled flight it. i'm now flight booking problems a separate flight for a different occasion.,1
hi friend! question for you when you have a moment.,1
"thanks for the kind words, janna! weappreciateyou trueblue and now i'm feeling like a boss jetbluefame",2
boarding the back of the airplane first. like a boss. sosmart jetblue frequentflyerappreciates alsoyayforsnacks,2
sooo earlier i said i couldnt fly with you for my school trip but now i can! smirking face,2
why was flight <> delayed to buffalo ? its a direct flight and the plane is at the gate.,0
we are missing our connecting transportation in puerto rico as a result. need to get to vieques today.,0
we were supposed to be vieques by <>,0
your customer service today was deplorable. there were plenty of ways you could have gotten us on that flight. badcustomerservice,0
"absolutely. the missed connection caused us to miss our ferry to vieques. get us to vieques. also, flight vouchers. prbound",0
"hi there, any rough idea of when january <> flights will be made available?",1
why do this to me sending <> to uvf today and its a weekday why not a weekend ',0
why are you always so amazing! jetblue trueblue,2
", i've experienced better service making connecting flight from and badcustomerservice jfk pr",0
now out of a gates and into main terminal at dca. members keeping watch from atct. avgeek,1
great will do once i land in jfk,2
service getting worse and worse. plane can't fly waiting on a <> aircraft. so much for planning.,0
haha. ty. do you know what time that lane opens at logan?,2
"flight <> <> ""jblu"" arrives at following flight from westchester county airport",1
no seat assignment <> minutes before a flight. line <> people deep. guess i'm sitting with the baggage?,0
"here we go again, <> round trip to ca in a week trueblue",1
sure is blue heart,2
wants customs at long beach airport for future international flights. by cc,1
the worst flying experience i've ever suffered through. i'd appreciate my money back.,0
"after my second call to customer service and the fifth person i talked to, an amazing rep fixed it in about <> minutes! goodemoticon persistence",2
rt our fleet's on fleek.,1
thanks so much!,2
my wife sent me a family invite but i never accepted it. she should not be locked into a family account that never got created.,0
hey guys do you have a tail number assigned yet to flight <> for tomorrow?,1
i spent an hour on the phone with customer service only to find out that they can't help. need help with family pooling asap.,0
at the airport ready to get this red eye going. soooooo sleepy. noplacelikehome <>,1
customer service says since my wife setup a family account that she now can't join mine for a year? help me fix please.,0
full to capacity. i also pid extra for these seats. perhaps the crew could be more helpful.,0
we have. twice. they said they can't dim those lights. but they did on our first flight.,0
we hope you're still our bae! haa man,1
its domestic i just wanted more of an idea so i don't get surprised.,1
that makes two of us! lol blushing,2
would a storage container like this green one be acceptable to check in with luggage? <> totes,1
happy anniversary! it's hard to believe you're <>! you're so young!,2
jfk nyc staff is amazing. the lax jetblue. sending an email with details but it was a disappointing experience,0
<> super smooth flight and landing. nicely done.,2
try harder. take a winners attitude to your work.,1
you can do better than this. and you can do better for me and all the passengers. <> jfk to pwm.,0
we would have been up in the air by now. now our new plane we've been redirected to has mechanical errors aka more delays <><>,0
you delay all my flights. then you redirect my gate. then you tell me had we stuck with the original gate we would have <><>,0
our fleet's on fleek. this happened,1
- definitely no note from whoever stole from me.,0
but the <> hour policy- when i called and they said i didn't report it soon enough. what would have changed if i had noticed sooner?,0
- hopefully that will help someone in the future. would there have been a different procedure if i had discovered the theft sooner?,0
- i did that as soon as i realized. will they try to figure out who is stealing from people's bags? security cameras? anything?,0
